held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,0.8,0.8,0.2963,0.8889
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep4,Benign,10,0.9,0.9,0.4737,0.9474
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep7,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,0.6,0.6,0.375,0.75
Cerber::rep1,Cerber,13,0.7692,0.619,0.563,0.7043
Cerber::rep2,Cerber,15,0.8,0.625,0.5775,0.7422
Cerber::rep3,Cerber,16,0.875,0.6667,0.6296,0.8194
Cerber::rep4,Cerber,16,0.8125,0.7593,0.7745,0.807
Cerber::rep5,Cerber,16,0.8125,0.625,0.5822,0.7579
Dharma::rep1,Dharma,16,0.875,0.8889,0.875,0.875
Dharma::rep2,Dharma,16,0.8125,0.85,0.8118,0.8147
Dharma::rep3,Dharma,16,0.875,0.6296,0.604,0.8462
Dharma::rep4,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,16,0.75,0.5,0.4565,0.7459
Jigsaw::rep1,Jigsaw,16,0.875,0.7778,0.7834,0.8484
Jigsaw::rep2,Jigsaw,16,0.8125,0.7111,0.7259,0.7972
Jigsaw::rep3,Jigsaw,16,0.875,0.7917,0.6354,0.8958
Jigsaw::rep4,Jigsaw,16,0.9375,0.963,0.7353,0.9669
Jigsaw::rep5,Jigsaw,16,0.8125,0.75,0.728,0.7669
WannaCry::rep1,WannaCry,16,0.8125,0.8611,0.7792,0.8409
WannaCry::rep2,WannaCry,16,0.875,0.9048,0.8611,0.8802
WannaCry::rep3,WannaCry,16,0.9375,0.9524,0.9267,0.9396
WannaCry::rep4,WannaCry,16,0.875,0.9048,0.8611,0.8802
WannaCry::rep5,WannaCry,16,0.875,0.9048,0.8778,0.8771
