held_out,family,n_test,accuracy,balanced_acc,macro_f1,weighted_f1
Benign::rep1,Benign,10,1.0,1.0,1.0,1.0
Benign::rep10,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep2,Benign,10,1.0,1.0,1.0,1.0
Benign::rep3,Benign,10,1.0,1.0,1.0,1.0
Benign::rep4,Benign,10,1.0,1.0,1.0,1.0
Benign::rep5,Benign,10,1.0,1.0,1.0,1.0
Benign::rep6,Benign,5,0.8,0.8,0.4444,0.8889
Benign::rep7,Benign,5,1.0,1.0,1.0,1.0
Benign::rep8,Benign,5,1.0,1.0,1.0,1.0
Benign::rep9,Benign,5,0.8,0.8,0.4444,0.8889
Cerber::rep1,Cerber,13,0.7692,0.619,0.563,0.7043
Cerber::rep2,Cerber,15,0.8,0.625,0.5775,0.7422
Cerber::rep3,Cerber,16,0.875,0.6667,0.6296,0.8194
Cerber::rep4,Cerber,16,0.75,0.5926,0.537,0.6979
Cerber::rep5,Cerber,16,0.8125,0.625,0.5822,0.7579
Dharma::rep1,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep2,Dharma,16,0.875,0.9,0.873,0.877
Dharma::rep3,Dharma,16,0.8125,0.5741,0.4306,0.8125
Dharma::rep4,Dharma,16,1.0,1.0,1.0,1.0
Dharma::rep5,Dharma,16,0.75,0.5,0.4565,0.7459
Jigsaw::rep1,Jigsaw,16,0.8125,0.7976,0.7332,0.7945
Jigsaw::rep2,Jigsaw,16,0.8125,0.7976,0.7417,0.7979
Jigsaw::rep3,Jigsaw,16,0.8125,0.7143,0.6117,0.7628
Jigsaw::rep4,Jigsaw,16,0.9375,0.9688,0.9,0.9458
Jigsaw::rep5,Jigsaw,16,0.75,0.75,0.6667,0.6458
WannaCry::rep1,WannaCry,16,0.8125,0.8929,0.8247,0.8271
WannaCry::rep2,WannaCry,16,0.875,0.9167,0.8875,0.8781
WannaCry::rep3,WannaCry,16,0.875,0.9167,0.8875,0.8781
WannaCry::rep4,WannaCry,16,0.875,0.9167,0.8875,0.8781
WannaCry::rep5,WannaCry,16,0.9375,0.9583,0.9273,0.9409
